,location_id,rank,true product,true product's sales,predicted product,predicted product's true sales,predicted product's true rank,predicted product sells at fraction of locations,predicted product's average rank at locations selling it
14867,"""afbc2aad-e5e3-4d8b-9b23-96e102092e21""",47,Tutrim Suspension ,1.0,Cream Skineal x15g,,,0.41,56
14868,"""afbc2aad-e5e3-4d8b-9b23-96e102092e21""",48,7 Keys Herbal Mixture 200ml,1.0,Super Apeti 2 x 10 Tablets,,,0.12,94
14869,"""afbc2aad-e5e3-4d8b-9b23-96e102092e21""",49,Cod Liver Oil 1000mg Soft Gel Capsule 30,1.0,Vitamin C Drops,,,0.13,97
14870,"""afbc2aad-e5e3-4d8b-9b23-96e102092e21""",50,,,Cypri Gold Capsule x30,,,0.19,131
14871,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",1,Gold Circle (Old) x1,28.0,Tab Sudrex 500mg/30mg,15.0,10,0.27,35
14872,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",2,Supergesic Tablet x10,22.0,Clartem (DS) 80/480mg Tablets x6,3.0,133,0.23,41
14873,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",3,Odomos 50g Cream (Medium size),19.0,Emal Injection 150mg/2ml x3,1.0,238,0.22,91
14874,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",4,Lonart DS 80/480mg Tablets x6,18.0,Really Xtra Tablets x10,9.0,40,0.17,47
14875,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",5,Panadol (Regular) 500mg 10x10,18.0,Postpill 150mcg Tablet,8.0,48,0.4,41
14876,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",6,CAC 1000 Sandoz Effervescent Tablets,17.0,Coartem 80/480mg Tablets x6,4.0,86,0.5,39
14877,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",7,Ciprotab 500mg Tablets x10,15.0,Rulox 200ml Suspension,2.0,201,0.13,144
14878,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",8,Gaviscon Suspension 200ml,15.0,Bonababe Syrup,7.0,56,0.55,35
14879,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",9,Artequick 62.5/375mg Tablets x4,15.0,Brustan-N 100mg/5ml Suspension x100ml,3.0,119,0.53,28
14880,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",10,Tab Sudrex 500mg/30mg,15.0,Amoxicillin (Unbranded) 500mg Capsules x100,4.0,108,0.29,85
14881,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",11,Gripe Water S/S,14.0,Syrup Paracetamol 125mg/5ml (Emzor),6.0,64,0.47,40
14882,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",12,Zentel 200mg Tablets x2,14.0,P-alaxin TS 120/960mg Tablets x3,5.0,79,0.2,71
14883,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",13,Cognitol Tablet x10,13.0,Gestid Tablets x20,5.0,83,0.41,60
14884,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",14,Glucose-D 175g (Small Size),13.0,Cenox Tablets x10,4.0,111,0.37,54
14885,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",15,Panadol Actifast Tablets x14,13.0,Polygel 200ml Suspension ,4.0,113,0.17,94
14886,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",16,Actifed Tablets,13.0,Fleming 625mg x14,3.0,138,0.38,59
14887,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",17,Postinor 2,13.0,Amatem 80/480 Softgel x6,10.0,26,0.54,16
14888,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",18,Nugel-O 200ml,12.0,Zoxine DS 80/480mg Tablets x6,9.0,37,0.24,39
14889,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",19,Ciprotab 500mg Tablets x14,12.0,Moko Calamine 100ml Lotion,1.0,210,0.16,75
14890,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",20,Gestid 200ml Suspension,12.0,Gestid 200ml Suspension,12.0,20,0.53,39
14891,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",21,Lubrica,12.0,Aboniki Balm,3.0,130,0.41,23
14892,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",22,Emzor Para Night 500/25mg Tablets,11.0,Neoskin Triple Action Cream 30g,2.0,199,0.34,70
14893,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",23,Gaviscon Double Action Syrup 150ml,11.0,Emzor Paracetamol Drop 100mg/ml 15ml,2.0,180,0.18,99
14894,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",24,Strepsils (Intensive) ×16,11.0,Em-Vit-C 100ml Syrup,2.0,163,0.44,34
14895,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",25,Parbloc-DSR,10.0,Antallerge 10ml Eye drop,,,0.24,82
14896,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",26,Amatem 80/480 Softgel x6,10.0,Tab Brustan-N,,,0.4,23
14897,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",27,Sinufed 50ml Syrup,10.0,Emzolyn Cough Syrup Adult,2.0,171,0.49,48
14898,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",28,Odomos 20g Cream (Small size),10.0,Penicillin Skin Ointment,4.0,90,0.14,93
14899,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",29,Durex Feels,9.0,Amoksiklav Tablet 625mg x14,,,0.19,84
14900,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",30,Reload Immunity Formula x120,9.0,Funbact A 30g Cream,9.0,32,0.43,34
14901,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",31,Augmentin 228mg/5ml Suspension,9.0,Curefenac 100mg,7.0,54,0.19,42
14902,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",32,Funbact A 30g Cream,9.0,Emzor Paracetamol 500mg Tablets x96,8.0,50,0.42,36
14903,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",33,Cenpain Night,9.0,Lonart DS 80/480mg Tablets x6,18.0,4,0.51,27
14904,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",34,Rycin 500mg Tablets,9.0,Cenox Tablets x14,2.0,200,0.31,68
14905,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",35,Flucor Day Capsules,9.0,Ciprofloxacin (Tablet) 500mg 1 X 10 blister,3.0,139,0.11,29
14906,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",36,Clopidogrel (Pocco) 75mg Tablets,9.0,Swidar 500/25mg x3,3.0,116,0.4,42
14907,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",37,Zoxine DS 80/480mg Tablets x6,9.0,Panadol Extra,4.0,91,0.54,65
14908,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",38,Benylin Dry Cough 100ml Syrup,9.0,Panda Paracetamol 15ml Drops,2.0,177,0.52,61
14909,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",39,Ors G Oral,9.0,Allergin 5mg/5ml Syrup 60ml,,,0.2,85
14910,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",40,Really Xtra Tablets x10,9.0,Bonagyl 50ml Suspension,1.0,244,0.08,113
14911,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",41,Glucose D 400g Tin ,8.0,Amoxil Unbranded 250mg Capsules x100,,,0.19,105
14912,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",42,Panadol Advance,8.0,Klovinal Pessary 500/100mg 1 X 6 Pessary,5.0,69,0.16,80
14913,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",43,Panadol Night,8.0,Ciprotab 500mg Tablets x14,12.0,19,0.4,44
14914,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",44,Flotac 75mg Capsules x 20,8.0,Amalar 500/25mg Tablets x50,5.0,72,0.11,40
14915,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",45,Latex Gloves,8.0,Ampiclox (Unbranded) 500mg Capsules x100,2.0,172,0.24,98
14916,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",46,Zolat 200mg Tablets x2,8.0,Infusion Giving set,,,0.14,47
14917,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",47,Tab Boska x20,8.0,Emzolyn Cough Syrup Child,,,0.41,64
14918,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",48,Postpill 150mcg Tablet,8.0,Nospamin Drops,4.0,97,0.32,82
14919,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",49,Infacol 40mg/ml Suspension 50ml,8.0,Lonart 20/120mg 60ml Suspension,4.0,94,0.41,57
14920,"""afe621ea-d8f1-4635-be17-f8848c2d667b""",50,Emzor Paracetamol 500mg Tablets x96,8.0,Zentel 200mg Tablets x2,14.0,12,0.4,31
14921,"""b0977702-2821-412c-8e3f-77c79d1c1016""",1,Ceftriaxone 1g Injection + WFI,120.0,Inflanil Tablet,17.0,72,0.03,36
14922,"""b0977702-2821-412c-8e3f-77c79d1c1016""",2,Infusion Giving set,104.0,Paracetamol injection 15ml,8.0,174,0.04,58
14923,"""b0977702-2821-412c-8e3f-77c79d1c1016""",3,Neurogesic Ointment 35g,82.0,Acepol Suspension,25.0,36,0.03,28
14924,"""b0977702-2821-412c-8e3f-77c79d1c1016""",4,Zoxine DS 80/480mg Tablets x6,82.0,Ibuprofen (Afrab) Syrup,5.0,270,0.06,77
14925,"""b0977702-2821-412c-8e3f-77c79d1c1016""",5,Triaxin Injection,80.0,Kold Time Tablets,4.0,275,0.02,140
14926,"""b0977702-2821-412c-8e3f-77c79d1c1016""",6,Zoxon 1000mg Injection,62.0,Meloxicam 7.5mg Tablet Nuub,4.0,277,0.03,59
14927,"""b0977702-2821-412c-8e3f-77c79d1c1016""",7,Coartem 80/480mg Tablets x6,54.0,Acycor Plus 100/500mg Tablets x10,22.0,48,0.11,81
14928,"""b0977702-2821-412c-8e3f-77c79d1c1016""",8,Amatem 80/480 Softgel x6,50.0,Meloxicam 15mg Tablet Nuub,32.0,21,0.02,39
14929,"""b0977702-2821-412c-8e3f-77c79d1c1016""",9,Metrone IV 100ml,45.0,Astyfer Syrup 110ml,11.0,120,0.02,99
14930,"""b0977702-2821-412c-8e3f-77c79d1c1016""",10,Gvither 80mg/ml Injection,43.0,Ascorvit Vitamin C 100mg Tablets x1000,4.0,284,0.02,107
14931,"""b0977702-2821-412c-8e3f-77c79d1c1016""",11,P-alaxin TS 120/960mg Tablets x3,41.0,Brozelin Expectorant 100ml Syrup,20.0,57,0.03,59
14932,"""b0977702-2821-412c-8e3f-77c79d1c1016""",12,Gold Circle Old Singles,40.0,Gold Circle Old Singles,40.0,12,0.02,28
14933,"""b0977702-2821-412c-8e3f-77c79d1c1016""",13,Arthemed 80/480mg Tablets x6,40.0,Stopacid 200ml Suspension,15.0,85,0.02,58
14934,"""b0977702-2821-412c-8e3f-77c79d1c1016""",14,Fleming 625mg x14,39.0,Ulgicid 200ml Suspension,8.0,182,0.06,128
14935,"""b0977702-2821-412c-8e3f-77c79d1c1016""",15,Camosunate Adult 300/100mg Tablets x12,38.0,Asmalyn 100ml Syrup,5.0,263,0.05,130
14936,"""b0977702-2821-412c-8e3f-77c79d1c1016""",16,Emal Injection 150mg Packets,37.0,Emcap Paracetamol 500mg Caplets x100,2.0,364,0.11,136
14937,"""b0977702-2821-412c-8e3f-77c79d1c1016""",17,Antallerge 10ml Eye drop,37.0,Avrolyte Syrup,16.0,78,0.02,68
14938,"""b0977702-2821-412c-8e3f-77c79d1c1016""",18,Brustan-N 100mg/5ml Suspension x100ml,36.0,Travamax Lozenges,4.0,279,0.01,162
14939,"""b0977702-2821-412c-8e3f-77c79d1c1016""",19,Artelumex Tablet,35.0,Greentol Lozenges Red,5.0,261,0.06,132
14940,"""b0977702-2821-412c-8e3f-77c79d1c1016""",20,Ocefix 100mg/5ml Suspension x100ml,34.0,Daravite Forte Capsules x30,1.0,447,0.09,161
14941,"""b0977702-2821-412c-8e3f-77c79d1c1016""",21,Meloxicam 15mg Tablet Nuub,32.0,Cincosil x150,1.0,429,0.02,177
14942,"""b0977702-2821-412c-8e3f-77c79d1c1016""",22,Maxiron Capsule,31.0,Misoclear 200mcg Tablets x10,9.0,150,0.04,115
14943,"""b0977702-2821-412c-8e3f-77c79d1c1016""",23,Coflin Expectorant x100ml,31.0,Nise Chlorpheniramine 60ml Syrup,9.0,153,0.04,91
14944,"""b0977702-2821-412c-8e3f-77c79d1c1016""",24,Shal'Artem 20/120mg Tablets x24,30.0,5% Dextrose saline 500ml x1,4.0,281,0.09,102
14945,"""b0977702-2821-412c-8e3f-77c79d1c1016""",25,Metrosam IV 100ml,30.0,Loratyn 10mg Tablets x100,4.0,292,0.31,107
14946,"""b0977702-2821-412c-8e3f-77c79d1c1016""",26,Camosunate Children 150mg/50mg Tablets (1-6years) x6,29.0,Sinufed 50ml Syrup,8.0,180,0.05,108
14947,"""b0977702-2821-412c-8e3f-77c79d1c1016""",27,Syrup Paracetamol 125mg/5ml (Emzor),29.0,Colipan 5mg/5ml Elixir x60ml,10.0,141,0.15,136
14948,"""b0977702-2821-412c-8e3f-77c79d1c1016""",28,Gestid 200ml Suspension,28.0,ORS + Zinc x1 ,20.0,56,0.04,74
14949,"""b0977702-2821-412c-8e3f-77c79d1c1016""",29,Emzolyn Cough Syrup Adult,28.0,Fidson Vitamin C 100ml Syrup,25.0,38,0.1,47
14950,"""b0977702-2821-412c-8e3f-77c79d1c1016""",30,Sonagra 10mg Tablets x4,27.0,M&B Ibuprofen Syrup,25.0,37,0.03,32
14951,"""b0977702-2821-412c-8e3f-77c79d1c1016""",31,Ocefix 100mg/5ml Suspension x60ml,27.0,Clotriderm 1% Cream,8.0,157,0.01,111
14952,"""b0977702-2821-412c-8e3f-77c79d1c1016""",32,Asad Suspension 100ml 1x1 Bottle,26.0,Brett Mouthwash 200ml,5.0,246,0.04,142
14953,"""b0977702-2821-412c-8e3f-77c79d1c1016""",33,Asad 200ml Suspension,26.0,Emzor Paediatric Zinc 20mg Tablets x10,2.0,372,0.03,141
14954,"""b0977702-2821-412c-8e3f-77c79d1c1016""",34,Panda Paracetamol 15ml Drops,26.0,Avrocid 200ml Suspension,11.0,121,0.08,87
14955,"""b0977702-2821-412c-8e3f-77c79d1c1016""",35,Cenox Tablets x10,25.0,Relcer Gel 180ml Suspension,18.0,71,0.08,99
14956,"""b0977702-2821-412c-8e3f-77c79d1c1016""",36,Acepol Suspension,25.0,Rulox 100ml Suspension,7.0,204,0.04,92
14957,"""b0977702-2821-412c-8e3f-77c79d1c1016""",37,M&B Ibuprofen Syrup,25.0,Asad 200ml Suspension,26.0,33,0.08,41
14958,"""b0977702-2821-412c-8e3f-77c79d1c1016""",38,Fidson Vitamin C 100ml Syrup,25.0,Coflax Child,17.0,73,0.01,80
14959,"""b0977702-2821-412c-8e3f-77c79d1c1016""",39,Ciprotab 500mg Tablets x10,24.0,Ibucap Cold & Flu 100ml Syrup,7.0,200,0.09,64
14960,"""b0977702-2821-412c-8e3f-77c79d1c1016""",40,Cyplox 500mg (Ciprofloxacin) x 10Tablets,24.0,Sinufed Cold Drop,7.0,206,0.01,139
14961,"""b0977702-2821-412c-8e3f-77c79d1c1016""",41,Biocoten Cream,23.0,Shaltoux Chesty Cough,16.0,80,0.01,78
14962,"""b0977702-2821-412c-8e3f-77c79d1c1016""",42,Emzolyn Cough Syrup Child,23.0,Syringe 2ml,11.0,119,0.16,132
14963,"""b0977702-2821-412c-8e3f-77c79d1c1016""",43,Neofylin Cough Syrup,22.0,Polygel 200ml Suspension ,8.0,163,0.17,94
14964,"""b0977702-2821-412c-8e3f-77c79d1c1016""",44,Fiesta Classic Condom,22.0,Volini (Gel) 30g 1 X 1 Tube,6.0,218,0.02,70
14965,"""b0977702-2821-412c-8e3f-77c79d1c1016""",45,Artesun- Artesunate Sodium Injection 120mg/1ml,22.0,Fidson Normal Saline 500ml,6.0,227,0.02,152
14966,"""b0977702-2821-412c-8e3f-77c79d1c1016""",46,Loratadine (Afrab) 5mg/5ml Syrup x100ml,22.0,Prednisolone Tablet KPI x200,6.0,212,0.01,97
14967,"""b0977702-2821-412c-8e3f-77c79d1c1016""",47,Tuxil D Children Cough Syrup,22.0,Maxiron Capsule,31.0,22,0.02,43
14968,"""b0977702-2821-412c-8e3f-77c79d1c1016""",48,Acycor Plus 100/500mg Tablets x10,22.0,Chemiron Capsules,5.0,252,0.2,125
14969,"""b0977702-2821-412c-8e3f-77c79d1c1016""",49,ABF-3 Cream 20g,21.0,Olfen Injection,2.0,419,0.01,200
14970,"""b0977702-2821-412c-8e3f-77c79d1c1016""",50,Cenox Tablets x14,21.0,D-Koff 100ml Expectorant ,16.0,79,0.22,64
14971,"""b1ba817c-b70f-4061-ac52-389857b36495""",1,Emal 75mg/2ml Injection x3,20.0,Bonababe Syrup,,,0.55,35
14972,"""b1ba817c-b70f-4061-ac52-389857b36495""",2,Em-Vit C 100mg (Coloured) Tablets x100,10.0,Gestid 200ml Suspension,,,0.53,39
14973,"""b1ba817c-b70f-4061-ac52-389857b36495""",3,Em Vit C 100mg (White) Tablets x100,10.0,Lonart DS 80/480mg Tablets x6,,,0.51,27
14974,"""b1ba817c-b70f-4061-ac52-389857b36495""",4,Fire Xtacy Condoms x3,8.0,Amatem 80/480 Softgel x6,,,0.54,16
14975,"""b1ba817c-b70f-4061-ac52-389857b36495""",5,Panadol (Regular) 500mg 10x10,7.0,Brustan-N 100mg/5ml Suspension x100ml,,,0.53,28
14976,"""b1ba817c-b70f-4061-ac52-389857b36495""",6,Flotac 75mg Capsules x 20,5.0,Coartem 80/480mg Tablets x6,,,0.5,39
14977,"""b1ba817c-b70f-4061-ac52-389857b36495""",7,Arthrotec 75mg Tablets x100,2.0,Panadol Extra,,,0.54,65
14978,"""b1ba817c-b70f-4061-ac52-389857b36495""",8,,,Emzolyn Cough Syrup Adult,,,0.49,48
14979,"""b1ba817c-b70f-4061-ac52-389857b36495""",9,,,Syrup Paracetamol 125mg/5ml (Emzor),,,0.47,40
14980,"""b1ba817c-b70f-4061-ac52-389857b36495""",10,,,Coflin Expectorant x100ml,,,0.45,53
14981,"""b1ba817c-b70f-4061-ac52-389857b36495""",11,,,Emzor Paracetamol 500mg Tablets x96,,,0.42,36
14982,"""b1ba817c-b70f-4061-ac52-389857b36495""",12,,,Panadol (Regular) 500mg 10x10,7.0,5,0.42,66
14983,"""b1ba817c-b70f-4061-ac52-389857b36495""",13,,,Postinor 2,,,0.41,32
14984,"""b1ba817c-b70f-4061-ac52-389857b36495""",14,,,Neofylin Cough Syrup,,,0.42,47
14985,"""b1ba817c-b70f-4061-ac52-389857b36495""",15,,,Tab Brustan-N,,,0.4,23
14986,"""b1ba817c-b70f-4061-ac52-389857b36495""",16,,,Fleming 625mg x14,,,0.38,59
14987,"""b1ba817c-b70f-4061-ac52-389857b36495""",17,,,Em-Vit-C 100ml Syrup,,,0.44,34
14988,"""b1ba817c-b70f-4061-ac52-389857b36495""",18,,,P-Alaxin 40/320mg Tablets x9,,,0.42,62
14989,"""b1ba817c-b70f-4061-ac52-389857b36495""",19,,,Zentel 200mg Tablets x2,,,0.4,31
14990,"""b1ba817c-b70f-4061-ac52-389857b36495""",20,,,Artequick 62.5/375mg Tablets x4,,,0.43,48
14991,"""b1ba817c-b70f-4061-ac52-389857b36495""",21,,,Emzolyn Cough Syrup Child,,,0.41,64
14992,"""b1ba817c-b70f-4061-ac52-389857b36495""",22,,,Pyrantrin Tablet x6,,,0.43,38
14993,"""b1ba817c-b70f-4061-ac52-389857b36495""",23,,,Gestid Tablets x20,,,0.41,60
14994,"""b1ba817c-b70f-4061-ac52-389857b36495""",24,,,Camosunate Children 150mg/50mg Tablets (1-6years) x6,,,0.43,31
14995,"""b1ba817c-b70f-4061-ac52-389857b36495""",25,,,Cream Skineal x15g,,,0.41,56
14996,"""b1ba817c-b70f-4061-ac52-389857b36495""",26,,,Panda Paracetamol 15ml Drops,,,0.52,61
14997,"""b1ba817c-b70f-4061-ac52-389857b36495""",27,,,NGC Cough Syrup (Adult) x100ml,,,0.4,61
14998,"""b1ba817c-b70f-4061-ac52-389857b36495""",28,,,Astyfer Tonic x200ml,,,0.38,72
14999,"""b1ba817c-b70f-4061-ac52-389857b36495""",29,,,Broncholyte 4mg/5ml Elixir x100ml,,,0.37,81
15000,"""b1ba817c-b70f-4061-ac52-389857b36495""",30,,,Swidar 500/25mg x3,,,0.4,42
15001,"""b1ba817c-b70f-4061-ac52-389857b36495""",31,,,Funbact A 30g Cream,,,0.43,34
15002,"""b1ba817c-b70f-4061-ac52-389857b36495""",32,,,Cenox Tablets x10,,,0.37,54
15003,"""b1ba817c-b70f-4061-ac52-389857b36495""",33,,,Postpill 150mcg Tablet,,,0.4,41
15004,"""b1ba817c-b70f-4061-ac52-389857b36495""",34,,,Aboniki Balm,,,0.41,23
15005,"""b1ba817c-b70f-4061-ac52-389857b36495""",35,,,Camosunate 300mg/100mg (7-13years),,,0.4,52
15006,"""b1ba817c-b70f-4061-ac52-389857b36495""",36,,,Neoskin Triple Action Cream 30g,,,0.34,70
15007,"""b1ba817c-b70f-4061-ac52-389857b36495""",37,,,Ors G Oral,,,0.36,46
15008,"""b1ba817c-b70f-4061-ac52-389857b36495""",38,,,Lonart 20/120mg 60ml Suspension,,,0.41,57
15009,"""b1ba817c-b70f-4061-ac52-389857b36495""",39,,,Ciprotab 500mg Tablets x14,,,0.4,44
15010,"""b1ba817c-b70f-4061-ac52-389857b36495""",40,,,Ciprotab 500mg Tablets x10,,,0.39,37
15011,"""b1ba817c-b70f-4061-ac52-389857b36495""",41,,,Tribotan Child,,,0.37,83
15012,"""b1ba817c-b70f-4061-ac52-389857b36495""",42,,,Babyrex Baby Mixture x60ml,,,0.41,52
15013,"""b1ba817c-b70f-4061-ac52-389857b36495""",43,,,Syr Astymin x200ml,,,0.36,63
15014,"""b1ba817c-b70f-4061-ac52-389857b36495""",44,,,Camosunate Adult 300/100mg Tablets x12,,,0.35,72
15015,"""b1ba817c-b70f-4061-ac52-389857b36495""",45,,,Loratadine (Afrab) Syrup 60ml,,,0.35,74
15016,"""b1ba817c-b70f-4061-ac52-389857b36495""",46,,,Tab Boska x20,,,0.33,53
15017,"""b1ba817c-b70f-4061-ac52-389857b36495""",47,,,Visita Plus 30g Cream,,,0.31,55
15018,"""b1ba817c-b70f-4061-ac52-389857b36495""",48,,,Nospamin Drops,,,0.32,82
15019,"""b1ba817c-b70f-4061-ac52-389857b36495""",49,,,NGC Cough Syrup (Child) x100ml,,,0.34,72
15020,"""b1ba817c-b70f-4061-ac52-389857b36495""",50,,,Gascol Suspension x150ml,,,0.32,85
15021,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",1,Coartem 80/480mg Tablets x6,88.0,Cyprivite 200ml Syrup,4.0,157,0.11,109
15022,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",2,Cotton wool 100g,75.0,Emgyl 200mg/5ml Suspension 60ml,6.0,103,0.23,98
15023,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",3,Amatem 80/480 Softgel x6,66.0,Aboniki Balm,54.0,6,0.41,23
15024,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",4,Arthemed 80/480mg Tablets x6,58.0,Cream Skineal x15g,9.0,62,0.41,56
15025,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",5,Camosunate Children 150mg/50mg Tablets (1-6years) x6,57.0,Ascochew Vitamin C (Orange),11.0,43,0.16,63
15026,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",6,Aboniki Balm,54.0,Cotton Wool 300g,17.0,27,0.09,75
15027,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",7,menthodex,54.0,Ascorex Expectorant x100ml,2.0,198,0.16,93
15028,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",8,Clartem (DS) 80/480mg Tablets x6,43.0,menthodex,54.0,7,0.07,18
15029,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",9,Neofylin Cough Syrup,41.0,Ferobin Tonic 200ml Syrup,1.0,303,0.05,102
15030,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",10,Bonababe Syrup,34.0,Lonart DS 80/480mg Tablets x6,2.0,207,0.51,27
15031,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",11,Lofnac Tablets x10,31.0,Cotton wool 100g,75.0,2,0.1,45
15032,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",12,Coflin Expectorant x100ml,28.0,Tutolin Expectorant x100ml,17.0,26,0.35,74
15033,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",13,Tab Sudrex 500mg/30mg,27.0,Ciprotab 500mg Tablets x10,20.0,22,0.39,37
15034,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",14,Tab Paracetamol (M&B) 500mg x96,25.0,Danacid Tablets x1000,1.0,294,0.09,129
15035,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",15,Artequick 62.5/375mg Tablets x4,25.0,Postinor 2,9.0,61,0.41,32
15036,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",16,Arenax Plus Forte 80/480mg Tablets x6,25.0,Coflin Expectorant x100ml,28.0,12,0.45,53
15037,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",17,Coflin Cough Linctus x100ml,24.0,Arthemed 80/480mg Tablets x6,58.0,4,0.14,27
15038,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",18,Brustan-N 100mg/5ml Suspension x100ml,22.0,Lokmal QS Combi,12.0,41,0.32,61
15039,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",19,Lonart 20/120mg 60ml Suspension,22.0,M&B Paracetamol Syrup 1 X 60ml Bottle,7.0,87,0.39,35
15040,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",20,Syrup Paracetamol 125mg/5ml (Emzor),21.0,Penegra 100mg Tablets x4,6.0,105,0.04,65
15041,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",21,Zentel 200mg Tablets x2,21.0,Neofylin Cough Syrup,41.0,9,0.42,47
15042,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",22,Ciprotab 500mg Tablets x10,20.0,Gestid 100ml Suspension,6.0,102,0.28,68
15043,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",23,Loratadine (Afrab) Syrup 60ml,20.0,Gascol Suspension x150ml,17.0,25,0.32,85
15044,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",24,Lofnac Plus Tablets x10,18.0,Fleming 625mg x14,9.0,71,0.38,59
15045,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",25,Gascol Suspension x150ml,17.0,Ciprotab 500mg Tablets x14,4.0,134,0.4,44
15046,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",26,Tutolin Expectorant x100ml,17.0,Zentel 200mg Tablets x2,21.0,21,0.4,31
15047,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",27,Cotton Wool 300g,17.0,Zedex Cold Capsules x10,1.0,308,0.04,142
15048,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",28,Omefast 20mg Capsules x14,16.0,K-Y Jelly 50g,15.0,30,0.17,76
15049,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",29,Cenox Tablets x10,16.0,Tab Ketrax,5.0,111,0.04,82
15050,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",30,K-Y Jelly 50g,15.0,Kacham Caplets x20,8.0,79,0.06,64
15051,"""b29b9f4f-20ec-4187-8b9b-bbae44ec7072""",31,Postpill 150mcg Tablet,15.0,Bunto Blood Caps x100,4.0,147,0.28,76
